Date,Close,High,Low,Open,Volume
,BRBY.L,BRBY.L,BRBY.L,BRBY.L,BRBY.L
2002-07-12,223.8997039794922,235.31261239295205,217.92904520670572,223.8997039794922,53398380
2002-07-15,223.8997039794922,228.87525295681422,220.69245794178192,223.8997039794922,4600652
2002-07-16,224.89479064941406,227.38256488226156,223.89968095627506,224.89479064941406,4611001
2002-07-17,227.880126953125,228.87523667781113,224.89479777906658,227.880126953125,2869805
2002-07-18,228.875244140625,230.4972779036864,226.8850246263587,228.875244140625,1399299
2002-07-19,229.8703155517578,232.85564432515724,229.17075059383106,229.8703155517578,3853440
2002-07-22,222.90457153320312,231.32320622839325,222.90457153320312,222.90457153320312,6074219
2002-07-23,222.90457153320312,226.38745546340942,222.90457153320312,222.90457153320312,2880475
2002-07-24,216.43634033203125,224.89477202316812,209.96812786233838,216.43634033203125,4952880
2002-07-25,199.0218963623047,223.89963340759277,199.0218963623047,223.89963340759277,2467042
2002-07-26,194.0463409423828,207.9271276330074,179.1196993314303,207.9271276330074,2164921
2002-07-29,198.02679443359375,202.95258351960618,194.04635635452652,198.02679443359375,965071
2002-07-30,197.7780303955078,202.2759299798429,189.070821510171,197.7780303955078,4209677
2002-07-31,206.98280334472656,208.97302260765662,195.04148776714618,206.98280334472656,2052534
2002-08-01,193.05125427246094,203.9974594116211,192.05614471435547,193.05125427246094,1367951
2002-08-02,173.14901733398438,193.5487578819538,173.14901733398438,193.34774993445146,5446488
2002-08-05,159.2175750732422,179.11977195739746,152.74936108589174,170.21354188857222,1440192
2002-08-06,149.26638793945312,162.20280822753907,149.26638793945312,159.21748046875,4925484
2002-08-07,165.18821716308594,165.18821716308594,154.7395648726498,165.18821716308594,2463360
2002-08-08,176.1343994140625,183.10016662252823,168.17352260438736,168.17352260438736,849146
2002-08-09,175.13929748535156,178.87095865336332,174.14418784054843,175.13929748535156,1116548
2002-08-12,172.15396118164062,184.09527640811282,172.15396118164062,172.15396118164062,7880
2002-08-13,169.16856384277344,178.12454663444967,168.1734546436983,169.16856384277344,1167864
2002-08-14,169.16856384277344,171.1587822409237,167.17834544462315,167.17834544462315,315113
2002-08-15,184.0952606201172,184.0952606201172,172.15394641773122,184.0952606201172,673661
2002-08-16,183.10012817382812,185.27642889195073,180.61235469320548,183.10012817382812,297428
2002-08-19,184.0952606201172,187.0805891707137,183.10015110325168,184.0952606201172,25463
2002-08-20,184.0952606201172,184.0952606201172,181.10993206952068,184.0952606201172,759473
2002-08-21,191.06103515625,196.03658294677734,189.07081604003906,191.06103515625,131190
2002-08-22,200.0170135498047,203.9467061467501,197.03168498935983,200.0170135498047,2074265
2002-08-23,208.9729461669922,210.71438738505046,196.0365256899879,196.0365256899879,1133066
2002-08-26,208.9729461669922,208.9729461669922,208.9729461669922,208.9729461669922,0
2002-08-27,214.94366455078125,225.36146068386734,209.9681167602539,214.94366455078125,1369295
2002-08-28,221.41188049316406,221.41188049316406,215.93877782928809,221.41188049316406,1823420
2002-08-29,220.91432189941406,220.91432189941406,213.94855499267578,220.91432189941406,1057714
2002-08-30,205.9877166748047,223.89969203783116,205.9877166748047,205.9877166748047,1037643
2002-09-02,212.45596313476562,213.20229555795567,203.99752900527847,205.9877488004519,536272
2002-09-03,195.04147338867188,213.94855499267578,194.0463638305664,213.94855499267578,1669929
2002-09-04,200.2657928466797,202.50478928844382,190.99136474172798,200.2657928466797,3450183
2002-09-05,196.03652954101562,199.02185740204632,194.04631096699515,196.03652954101562,586691
2002-09-06,203.9974365234375,203.9974365234375,194.0463420588796,203.9974365234375,564100
2002-09-09,199.27069091796875,201.0121326613218,197.03169439080057,199.27069091796875,772824
2002-09-10,202.0072784423828,205.49016255345836,200.01705895033962,202.0072784423828,260390
2002-09-11,204.9926300048828,207.97795956806073,202.50485536890122,203.99752015049017,1641583
2002-09-12,218.177734375,222.904503990878,206.9827537058153,222.904503990878,2586982
2002-09-13,216.93386840820312,218.92408738442518,213.94853994387006,216.93386840820312,139516
2002-09-16,214.69483947753906,216.93383548599544,211.21195679771805,214.69483947753906,795995
2002-09-17,214.44619750976562,218.92419235335703,212.7047550705912,214.44619750976562,4626869
2002-09-18,213.9485321044922,214.19730946740438,211.95831320119458,212.9534226528434,1573114
2002-09-19,217.92898559570312,217.92898559570312,208.97299988629067,211.7095510752778,1497571
2002-09-20,223.8997039794922,223.8997039794922,212.9534962293837,223.8997039794922,7858109
2002-09-23,216.1875762939453,222.50851791241539,212.95346985916822,216.1875762939453,3790400
2002-09-24,203.25111389160156,216.93386941673998,203.00233651841722,216.93386941673998,2829445
2002-09-25,201.0121307373047,206.48523330688477,196.03658294677734,200.01702117919922,2384658
