Date,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'ISPA.DE')","('High', 'ISPA.DE')","('Low', 'ISPA.DE')","('Open', 'ISPA.DE')","('Volume', 'ISPA.DE')","('Date', '')","('Close', 'ISPA.DE')","('High', 'ISPA.DE')","('Low', 'ISPA.DE')","('Open', 'ISPA.DE')","('Volume', 'ISPA.DE')"
2009-09-25,9.116872787475586,9.116872787475586,9.116872787475586,9.116872787475586,0,,,,,,,,,,,,
2009-09-28,9.17357063293457,9.17357063293457,9.17357063293457,9.17357063293457,0,,,,,,,,,,,,
2009-09-29,9.2642822265625,9.2642822265625,9.2642822265625,9.2642822265625,0,,,,,,,,,,,,
2009-09-30,9.292633056640625,9.292633056640625,9.292633056640625,9.292633056640625,0,,,,,,,,,,,,
2009-10-01,9.218924522399902,9.218924522399902,9.218924522399902,9.218924522399902,0,,,,,,,,,,,,
2009-10-02,8.958123207092285,8.958123207092285,8.958123207092285,8.958123207092285,0,,,,,,,,,,,,
2009-10-05,9.003479957580566,9.003479957580566,9.003479957580566,9.003479957580566,0,,,,,,,,,,,,
2009-10-06,9.145222663879395,9.145222663879395,9.145222663879395,9.145222663879395,0,,,,,,,,,,,,
2009-10-07,9.275626182556152,9.275626182556152,9.275626182556152,9.275626182556152,0,,,,,,,,,,,,
2009-10-08,9.389018058776855,9.389018058776855,9.389018058776855,9.389018058776855,0,,,,,,,,,,,,
2009-10-09,9.55344009399414,9.55344009399414,9.55344009399414,9.55344009399414,1821,,,,,,,,,,,,
2009-10-12,9.48540210723877,9.519421065291636,9.48540210723877,9.513751238949492,2098,,,,,,,,,,,,
2009-10-13,9.48540210723877,9.48540210723877,9.474062454554481,9.474062454554481,1099,,,,,,,,,,,,
2009-10-14,9.62147331237793,9.632812963432428,9.553437568868233,9.55910739439548,1665,,,,,,,,,,,,
2009-10-15,10.10906982421875,10.10906982421875,9.683842544319349,9.683842544319349,66655,,,,,,,,,,,,
2009-10-16,9.853931427001953,10.029692786161384,9.83692303066368,9.83692303066368,28566,,,,,,,,,,,,
2009-10-19,9.904960632324219,9.904960632324217,9.808575736539106,9.808575736539106,23200,,,,,,,,,,,,
2009-10-20,9.916302680969238,9.95599039798103,9.893624448995007,9.95599039798103,6120,,,,,,,,,,,,
2009-10-21,9.746210098266602,9.916300587089967,9.746210098266602,9.916300587089967,320,,,,,,,,,,,,
2009-10-22,9.700850486755371,9.757546583292358,9.700850486755371,9.712189057217534,3258,,,,,,,,,,,,
2009-10-23,9.604464530944824,9.85960018095844,9.604464530944824,9.853930355659212,2425,,,,,,,,,,,,
2009-10-26,9.80290699005127,9.893622058851221,9.63848525197078,9.689512613346869,2975,,,,,,,,,,,,
2009-10-27,9.428706169128418,9.615806137467548,9.428706169128418,9.525091066843057,4347,,,,,,,,,,,,
2009-10-28,9.167899131774902,9.394686771733559,9.16222930559984,9.394686771733559,8826,,,,,,,,,,,,
2009-10-29,9.377676963806152,9.4513825301759,9.366337313162004,9.366337313162004,4360,,,,,,,,,,,,
2009-10-30,9.440047264099121,9.502414290200601,9.440047264099121,9.47973497837857,6928,,,,,,,,,,,,
2009-11-02,9.241606712341309,9.423037945042022,9.23593796634632,9.41736811763803,10112,,,,,,,,,,,,
2009-11-03,9.184907913208008,9.230265437757312,9.04883479885575,9.17923808746326,21650,,,,,,,,,,,,
2009-11-04,9.133881568908691,9.213256975260114,9.133881568908691,9.213256975260114,1310,,,,,,,,,,,,
2009-11-05,9.196248054504395,9.383348010413133,9.07151511103486,9.139551950187524,13461,,,,,,,,,,,,
2009-11-06,9.241606712341309,9.326653041992175,9.156561464099443,9.275625676765257,18532,,,,,,,,,,,,
2009-11-09,9.38335132598877,9.50808539494154,9.38335132598877,9.46839767533266,3419,,,,,,,,,,,,
2009-11-10,9.462723731994629,9.536429310446545,9.423036029642923,9.428704774485636,1240,,,,,,,,,,,,
2009-11-11,9.587455749511719,9.740537799453502,9.587455749511719,9.740537799453502,3150,,,,,,,,,,,,
2009-11-12,9.644157409667969,9.644157409667969,9.525093177212986,9.610139520999052,585,,,,,,,,,,,,
2009-11-13,9.55910873413086,9.655493618785409,9.519421031286422,9.655493618785409,3808,,,,,,,,,,,,
2009-11-16,9.55344009399414,9.921970199404521,9.468394851423888,9.921970199404521,11600,,,,,,,,,,,,
2009-11-17,9.502411842346191,9.581787250457705,9.468393964785376,9.581787250457705,620,,,,,,,,,,,,
2009-11-18,9.457056999206543,9.553441914192572,9.349332428008243,9.553441914192572,9498,,,,,,,,,,,,
2009-11-19,9.34932804107666,9.530758129705045,9.34932804107666,9.530758129705045,927,,,,,,,,,,,,
2009-11-20,9.337987899780273,9.38334541955532,9.337987899780273,9.343657724928226,1600,,,,,,,,,,,,
2009-11-23,9.394683837890625,9.468390473740003,9.32097828344968,9.462720649335557,1390,,,,,,,,,,,,
2009-11-24,9.360669136047363,9.451384194356253,9.2983021279317,9.451384194356253,330,,,,,,,,,,,,
2009-11-25,9.38335132598877,9.440048531748278,9.38335132598877,9.440048531748278,982,,,,,,,,,,,,
2009-11-26,9.207586288452148,9.337989038531724,9.077183538372573,9.332319212692346,3544,,,,,,,,,,,,
2009-11-27,9.196248054504395,9.26995472037052,9.082854764461782,9.082854764461782,9200,,,,,,,,,,,,
2009-11-30,9.128211975097656,9.638484465830443,9.128211975097656,9.638484465830443,782,,,,,,,,,,,,
2009-12-01,9.400357246398926,9.400357246398926,9.184909243927562,9.184909243927562,1483,,,,,,,,,,,,
2009-12-02,9.431540489196777,9.508081523595996,9.431540489196776,9.468393820146508,2950,,,,,,,,,,,,
2009-12-03,9.437211036682129,9.570448182527374,9.437211036682129,9.559109610253174,760,,,,,,,,,,,,
2009-12-04,9.479731559753418,9.627143789208812,9.479731559753418,9.485401385664247,4500,,,,,,,,,,,,
2009-12-07,9.587455749511719,9.587455749511719,9.525088748111285,9.525088748111285,765,,,,,,,,,,,,
2009-12-08,9.400357246398926,9.570447717749538,9.400357246398926,9.570447717749538,768,,,,,,,,,,,,
2009-12-09,9.406025886535645,9.508080589036874,9.406025886535645,9.508080589036874,485,,,,,,,,,,,,
2009-12-10,9.499577522277832,9.51375263091156,9.372010195845942,9.451385613431821,1935,,,,,,,,,,,,
2009-12-11,9.530760765075684,9.576118299774688,9.530760765075684,9.564779727156633,364,,,,,,,,,,,,
2009-12-14,9.584626197814941,9.797239902528952,9.584626197814941,9.797239902528952,9200,,,,,,,,,,,,
2009-12-15,9.615804672241211,9.68384150554681,9.615804672241211,9.68384150554681,1921,,,,,,,,,,,,
2009-12-16,9.632813453674316,9.723528503909764,9.632813453674316,9.695180456239449,487,,,,,,,,,,,,
2009-12-17,9.62147331237793,9.666830835187277,9.62147331237793,9.666830835187277,115,,,,,,,,,,,,
2009-12-18,9.593130111694336,9.695184859915955,9.593130111694336,9.655497142587368,5468,,,,,,,,,,,,
2009-12-21,9.67817211151123,9.712189988978752,9.581787224179235,9.581787224179235,2921,,,,,,,,,,,,
2009-12-22,9.768889427185059,9.831256451444876,9.689514000970075,9.785898910549301,5092,,,,,,,,,,,,
2009-12-23,9.77455997467041,9.876614719551974,9.77455997467041,9.876614719551974,550,,,,,,,,,,,,
2009-12-28,9.819915771484375,9.859603480451762,9.819915771484375,9.848264907467483,3804,,,,,,,,,,,,
2009-12-29,9.938980102539062,10.14875830435995,9.876613084014974,9.876613084014974,14153,,,,,,,,,,,,
2009-12-30,9.899286270141602,9.95598343252419,9.865268405275419,9.944644865174414,3038,,,,,,,,,,,,
2010-01-04,10.063712120056152,10.092060172337831,9.938979176044343,10.029694241036363,5652,,,,,,,,,,,,
2010-01-05,10.284832000732422,10.290501828597865,10.069383948891028,10.092062178943712,9420,,,,,,,,,,,,
2010-01-06,10.16576862335205,10.31318090019782,10.165768623352049,10.31318090019782,18954,,,,,,,,,,,,
2010-01-07,10.154427528381348,10.205454889340764,10.092060513562302,10.194115235481135,4983,,,,,,,,,,,,
2010-01-08,10.233802795410156,10.26782175649982,10.233802795410156,10.256482102803266,37320,,,,,,,,,,,,
2010-01-11,10.154427528381348,10.307509611259597,10.154427528381348,10.307509611259597,14320,,,,,,,,,,,,
2010-01-12,10.10906982421875,10.324517836881201,10.063712290952504,10.324517836881201,19384,,,,,,,,,,,,
2010-01-13,10.12607479095459,10.148753006774294,10.12607479095459,10.148753006774294,4999,,,,,,,,,,,,
2010-01-14,10.16009521484375,10.375543185742858,10.16009521484375,10.245140438056328,5968,,,,,,,,,,,,
2010-01-15,10.09773063659668,10.199785361508154,10.086392063813474,10.199785361508154,1097,,,,,,,,,,,,
2010-01-18,10.154427528381348,10.18844540855132,10.10340016742193,10.16009735531116,3451,,,,,,,,,,,,
2010-01-19,10.205456733703613,10.460593584609848,10.154429363522368,10.177108675340303,7770,,,,,,,,,,,,
2010-01-20,10.182772636413574,10.233799982614128,10.137415115502925,10.177103892532267,82380,,,,,,,,,,,,
2010-01-21,10.120410919189453,10.211125998641169,10.114741091547591,10.205456170999305,56266,,,,,,,,,,,,
2010-01-22,9.927640914916992,10.075053186555776,9.876613548526297,10.05804370395587,24790,,,,,,,,,,,,
2010-01-25,9.92197036743164,10.00134578432023,9.92197036743164,9.972997730119719,3026,,,,,,,,,,,,
2010-01-26,9.865274429321289,9.921971626324964,9.780229174520322,9.83125654368272,2618,,,,,,,,,,,,
2010-01-27,9.797236442565918,9.950317434027365,9.780226962888493,9.780226962888493,516,,,,,,,,,,,,
2010-01-28,9.819915771484375,9.984337515959513,9.819915771484375,9.893622443631493,9055,,,,,,,,,,,,
2010-01-29,9.825586318969727,9.882283513683307,9.825586318969727,9.836925974194251,7670,,,,,,,,,,,,
2010-02-01,9.904960632324219,9.927639940230796,9.82558521746904,9.899290805347574,1630,,,,,,,,,,,,
2010-02-02,9.927640914916992,9.972998453774386,9.899291777250479,9.933310742450296,14735,,,,,,,,,,,,
2010-02-03,9.916302680969238,10.035366913413794,9.893624448995007,10.035366913413794,6553,,,,,,,,,,,,
2010-02-04,9.797236442565918,9.984336393382213,9.791566616006776,9.955987260586507,6242,,,,,,,,,,,,
2010-02-05,9.740540504455566,9.802907523175667,9.695182967588853,9.774558386753357,2211,,,,,,,,,,,,
2010-02-08,9.62147331237793,9.780225182914966,9.610134742732077,9.695179962823522,4509,,,,,,,,,,,,
2010-02-09,9.689512252807617,9.740539612285017,9.604467014148245,9.62147541303479,2041,,,,,,,,,,,,
2010-02-10,9.746210098266602,9.768888325452206,9.746210098266602,9.768888325452206,2931,,,,,,,,,,,,
2010-02-11,9.831256866455078,9.853935097155649,9.81991721040023,9.848266350537347,410,,,,,,,,,,,,
2010-02-12,9.797236442565918,9.899290076403936,9.780226962888493,9.899290076403936,16050,,,,,,,,,,,,
2010-02-15,9.865274429321289,9.904962142801136,9.865274429321289,9.904962142801136,529,,,,,,,,,,,,
2010-02-16,9.916302680969238,9.961660226326883,9.916302680969238,9.961660226326883,8002,,,,,,,,,,,,
2010-02-17,10.058043479919434,10.086392616954488,10.058043479919434,10.058043479919434,1030,,,,,,,,,,,,
2010-02-18,10.137419700622559,10.137419700622559,10.024026387762838,10.024026387762838,320,,,,,,,,,,,,
2010-02-19,10.17143726348877,10.177107090560348,10.012685349711408,10.012685349711408,5388,,,,,,,,,,,,
2010-02-22,10.16576862335205,10.205456336078013,10.165768623352049,10.205456336078013,6092,,,,,,,,,,,,
