Date,Close,High,Low,Open,Volume
,O,O,O,O,O
1994-10-18,1.2050477266311646,1.2144621805266926,1.186218892964997,1.2050477266311646,418166
1994-10-19,1.3086063861846924,1.318020690499184,1.2144620087919629,1.2144620087919629,249950
1994-10-20,1.3180201053619385,1.3650923472853806,1.3180201053619385,1.3274345537466268,141590
1994-10-21,1.2991913557052612,1.3274345525849183,1.289776907328812,1.318020104208469,68731
1994-10-24,1.2709473371505737,1.3274338492295827,1.2709473371505737,1.2991906673148845,75749
1994-10-25,1.289777398109436,1.2991918500682327,1.2427052124403264,1.2615340422330459,65222
1994-10-26,1.2821781635284424,1.301173433247586,1.2821781635284424,1.2821781635284424,47678
1994-10-27,1.2821781635284424,1.301173433247586,1.2821781635284424,1.2821781635284424,34882
1994-10-28,1.2631826400756836,1.2916755389310726,1.2631826400756836,1.2821779059792762,41280
1994-10-31,1.2631826400756836,1.2821779059792762,1.2631826400756836,1.27268027302748,33850
1994-11-01,1.2631826400756836,1.27268027302748,1.2536850819036882,1.2631826400756836,34056
1994-11-02,1.2536852359771729,1.2726804294354068,1.2251924083999168,1.2631827953163848,75542
1994-11-03,1.2441872358322144,1.2726800550272024,1.2441872358322144,1.263182423702277,56554
1994-11-04,1.2156965732574463,1.2536870911717415,1.2156965732574463,1.2441894429981875,67699
1994-11-07,1.2156965732574463,1.2346918696045541,1.2156965732574463,1.2156965732574463,73478
1994-11-08,1.2346917390823364,1.2346917390823364,1.2156964447432663,1.2156964447432663,106296
1994-11-09,1.2251935005187988,1.2441887109090748,1.2251935005187988,1.2251935005187988,61920
1994-11-10,1.1966999769210815,1.2441880136747436,1.1872023396584153,1.2156951766665793,76574
1994-11-11,1.18720281124115,1.206198093311821,1.1587099629150075,1.206198093311821,80909
1994-11-14,1.1966999769210815,1.2061976141837478,1.158709502650251,1.1777047023957488,65842
1994-11-15,1.1682065725326538,1.196699395702285,1.158708939882844,1.1682065725326538,70382
1994-11-16,1.1777042150497437,1.1872018483821924,1.1587090231646497,1.1682066564970985,85862
1994-11-17,1.18720281124115,1.18720281124115,1.1587099629150075,1.1587099629150075,99485
1994-11-18,1.1587098836898804,1.1777050896819172,1.1587098836898804,1.1777050896819172,113933
1994-11-21,1.1777042150497437,1.1966994817146415,1.1587090231646497,1.1777042150497437,136843
1994-11-22,1.1777042150497437,1.1872018483821924,1.1682066564970985,1.1682066564970985,93086
1994-11-23,1.18720281124115,1.18720281124115,1.168207603950343,1.168207603950343,48504
1994-11-25,1.198710322380066,1.198710322380066,1.169941293972148,1.169941293972148,33850
1994-11-28,1.2178897857666016,1.2178897857666016,1.1891206804182748,1.1987103822010503,68525
1994-11-29,1.2082997560501099,1.2274790789056678,1.2082997560501099,1.217889455230232,48091
1994-11-30,1.2274794578552246,1.237069159995896,1.2083001290785915,1.217889831219263,72653
1994-12-01,1.2370694875717163,1.2370694875717163,1.2178901537163982,1.2274797828916926,68731
1994-12-02,1.2178897857666016,1.2370691138274463,1.2178897857666016,1.2274794120446706,31579
1994-12-05,1.2178897857666016,1.2274794120446706,1.208300083983826,1.208300083983826,45614
1994-12-06,1.2178897857666016,1.2178897857666016,1.1987103822010503,1.208300083983826,43344
1994-12-07,1.2178897857666016,1.2178897857666016,1.1987103822010503,1.1987103822010503,34056
1994-12-08,1.2082997560501099,1.2274790789056678,1.2082997560501099,1.2082997560501099,38597
1994-12-09,1.2082997560501099,1.217889455230232,1.1987100568699878,1.1987100568699878,72653
1994-12-12,1.2082997560501099,1.2274790789056678,1.2082997560501099,1.217889455230232,31992
1994-12-13,1.2082997560501099,1.217889455230232,1.2082997560501099,1.217889455230232,69350
1994-12-14,1.2274794578552246,1.2274794578552246,1.1987104269379203,1.217889831219263,112901
1994-12-15,1.2274794578552246,1.2466588621365673,1.217889831219263,1.2274794578552246,44170
