Date,Close
2015-10-28,19.344881057739254
2015-11-13,18.826635360717773
2015-12-11,18.642614364624023
2016-01-20,17.881635665893555
2016-02-11,18.23677062988281
2016-03-01,19.74937438964844
2016-04-05,20.888044357299805
2016-05-19,20.914581298828125
2016-06-27,21.356454849243164
2016-07-07,22.2689151763916
2016-08-02,22.670211791992188
2016-09-14,22.49201011657715
2016-10-17,22.613222122192383
2016-11-03,21.973987579345703
2016-12-01,23.688751220703125
2017-01-19,23.908811569213867
2017-02-01,23.908811569213867
2017-03-27,24.15898704528809
2017-04-28,24.360204696655277
2017-05-17,23.895336151123047
2017-06-08,24.353256225585938
2017-07-11,24.3984317779541
2017-08-18,24.294757843017575
2017-09-05,24.77812767028809
2017-10-02,25.524452209472656
2017-11-01,25.644750595092773
2017-12-06,26.62129020690918
2018-01-10,26.92183494567871
2018-02-08,25.255895614624023
2018-03-23,25.26725006103516
2018-04-02,25.616762161254883
2018-05-08,26.133758544921875
2018-06-01,26.792749404907227
2018-07-02,27.32010269165039
2018-08-13,27.64376449584961
2018-09-26,27.688251495361328
2018-10-26,26.653661727905277
2018-11-23,27.152345657348636
2018-12-24,24.571683883666992
2019-01-03,25.393503189086918
2019-02-01,27.738330841064453
2019-03-08,28.16809844970703
2019-04-01,29.09034919738769
2019-05-31,27.272199630737305
2019-06-03,27.60692405700684
2019-07-22,29.128074645996094
2019-08-27,27.03375625610352
2019-09-03,27.695924758911133
2019-10-08,28.405567169189453
2019-11-21,29.971534729003903
2019-12-03,29.86246109008789
2020-01-31,30.08412170410156
2020-02-28,26.96761512756348
2020-03-23,16.86731719970703
2020-04-03,18.44010162353516
2020-05-13,20.22152328491211
2020-06-26,21.858623504638672
2020-07-09,21.76924133300781
2020-08-03,22.66309356689453
2020-09-23,21.796337127685547
2020-10-28,22.1407527923584
2020-11-06,23.116586685180664
2020-12-01,26.773908615112305
2021-01-04,27.058012008666992
2021-02-01,28.23552894592285
2021-03-02,31.325489044189453
2021-04-08,32.98757553100586
2021-05-12,34.34578323364258
2021-06-18,33.378055572509766
2021-07-19,32.43579864501953
2021-08-04,33.259212493896484
2021-09-21,32.92499923706055
2021-10-01,34.056495666503906
2021-11-30,33.670753479003906
2021-12-01,33.3621711730957
2022-01-21,36.17410659790039
2022-02-24,35.898948669433594
2022-03-01,36.010738372802734
2022-04-29,37.27550506591797
2022-05-11,37.10091781616211
2022-06-17,34.073692321777344
2022-07-14,34.35594940185547
2022-08-31,35.47615432739258
2022-09-30,31.61796760559082
2022-10-12,31.64471244812012
2022-11-03,33.989097595214844
2022-12-19,35.12785720825195
2023-01-03,35.83203887939453
2023-02-28,36.16607666015625
2023-03-23,32.45941162109375
2023-04-26,33.85521697998047
2023-05-31,32.04888153076172
2023-06-01,32.21308898925781
2023-07-06,34.17708206176758
2023-08-22,33.585914611816406
2023-09-27,32.48321533203125
2023-10-27,30.847368240356445
2023-11-01,31.473657608032227
2023-12-05,34.91360855102539
2024-01-18,36.012779235839844
2024-02-13,35.738014221191406
2024-03-01,36.90338516235352
2024-04-16,36.44261169433594
2024-05-01,37.76258087158203
2024-06-14,38.40343475341797
2024-07-05,38.676517486572266
2024-08-05,40.50627136230469
2024-09-06,42.99434661865234
2024-10-10,43.7607307434082
2024-11-01,43.72161865234375
2024-12-19,42.08853912353516
2025-01-10,41.77851486206055
2025-02-07,43.29394912719727
2025-03-13,42.71947479248047
2025-04-08,38.810001373291016
