Date,Close
2009-09-25,9.11687469482422
2009-10-02,8.958123207092285
2009-11-30,9.128212928771973
2009-12-01,9.400354385375977
2010-01-27,9.797237396240234
2010-02-08,9.621477127075195
2010-03-01,10.245144844055176
2010-04-16,10.82344913482666
2010-05-21,10.386884689331056
2010-06-01,10.78376293182373
2010-07-05,10.65903377532959
2010-08-06,10.902825355529783
2010-09-30,11.021891593933104
2010-10-01,10.948184967041016
2010-11-02,11.101265907287598
2010-12-03,11.41877269744873
2011-01-25,11.549172401428224
2011-02-23,11.594528198242188
2011-03-16,11.084257125854492
2011-04-19,11.254350662231444
2011-05-04,11.254350662231444
2011-06-08,11.23734188079834
2011-07-18,11.36207389831543
2011-08-09,10.267822265625
2011-09-05,10.64769172668457
2011-10-04,10.670370101928713
2011-11-23,10.5286283493042
2011-12-08,11.055908203125
2012-01-30,11.390419960021973
2012-02-08,11.475465774536133
2012-03-06,11.520824432373049
2012-04-23,11.231664657592772
2012-05-23,11.203325271606444
2012-06-04,11.197649955749512
2012-07-02,11.997079849243164
2012-08-30,12.416637420654297
2012-09-04,12.39963150024414
2012-10-23,12.082123756408691
2012-11-16,11.719265937805176
2012-12-04,12.008419036865234
2013-01-14,12.184181213378906
2013-02-04,12.120810508728027
2013-03-01,12.691672325134276
2013-04-08,12.841598510742188
2013-05-31,12.947747230529783
2013-06-24,12.04198932647705
2013-07-03,12.40777587890625
2013-08-27,12.40464687347412
2013-09-02,12.684541702270508
2013-10-08,12.845331192016602
2013-11-26,13.349907875061035
2013-12-12,12.749910354614258
2014-01-29,13.039396286010742
2014-02-05,13.02730941772461
2014-03-14,13.335749626159668
2014-04-02,13.910307884216309
2014-05-05,14.233480453491213
2014-06-04,14.788422584533691
2014-07-10,14.989673614501951
2014-08-08,14.79840850830078
2014-09-23,15.366868019104004
2014-10-15,14.658858299255373
2014-11-04,15.611611366271973
2014-12-15,15.2068452835083
2015-01-06,15.954113006591797
2015-02-03,17.26259422302246
2015-03-03,17.557523727416992
2015-04-30,17.79498291015625
2015-05-07,17.413658142089844
