Date,Close
2010-09-15,95.54000091552734
2010-10-01,95.54000091552734
2010-11-23,100.5500030517578
2010-12-01,100.6999969482422
2011-01-10,108.27999877929688
2011-02-01,109.8499984741211
2011-03-16,108.78500366210938
2011-04-18,111.51499938964844
2011-05-26,113.4250030517578
2011-06-23,109.20999908447266
2011-07-29,112.11499786376952
2011-08-18,98.62999725341795
2011-09-23,98.46499633789062
2011-10-04,94.58499908447266
2011-11-24,100.70999908447266
2011-12-14,105.24500274658205
2012-01-04,110.70999908447266
2012-02-01,115.4749984741211
2012-03-06,117.49500274658205
2012-04-23,118.95999908447266
2012-05-23,113.87000274658205
2012-06-01,112.47000122070312
2012-07-12,116.6750030517578
2012-08-02,119.71499633789062
2012-09-04,123.0199966430664
2012-10-31,123.9000015258789
2012-11-16,118.58499908447266
2012-12-31,123.08499908447266
2013-01-02,128.4199981689453
2013-02-26,131.9199981689453
2013-03-01,134.3249969482422
2013-04-05,137.38499450683594
2013-05-01,141.4499969482422
2013-06-24,139.08999633789062
2013-07-03,143.8000030517578
2013-08-30,145.86000061035156
2013-09-03,146.5800018310547
2013-10-09,147.60499572753906
2013-11-01,157.3000030517578
2013-12-13,159.4499969482422
2014-01-27,160.5500030517578
2014-02-05,157.27000427246094
2014-03-03,166.0399932861328
2014-04-15,165.06500244140625
2014-05-15,168.61000061035156
2014-06-03,173.875
2014-07-31,176.35000610351562
2014-08-07,173.99000549316406
2014-09-26,179.25
2014-10-15,168.30999755859375
2014-11-04,182.67999267578125
2014-12-15,181.6450042724609
2015-01-29,182.77999877929688
2015-02-02,183.4900054931641
2015-03-11,187.47999572753903
2015-04-01,188.84500122070312
2015-05-06,191.47000122070312
2015-06-30,190.13999938964844
2015-07-07,188.4499969482422
2015-08-26,174.5800018310547
2015-09-29,174.6300048828125
2015-10-01,176.89999389648438
2015-11-16,187.7050018310547
2015-12-14,185.5
2016-01-20,170.43499755859375
2016-02-11,169.1750030517578
2016-03-01,183.1000061035156
2016-04-07,191.1999969482422
2016-05-19,189.77999877929688
2016-06-27,187.4900054931641
2016-07-05,195.8699951171875
2016-08-02,202.32000732421875
2016-09-13,200.08999633789065
2016-10-13,200.47999572753903
2016-11-03,197.6100006103516
2016-12-02,207.6000061035156
2017-01-03,213.13999938964844
2017-02-01,215.6999969482422
2017-03-27,222.25
2017-04-18,222.6100006103516
2017-05-18,225.3999938964844
2017-06-01,230.4900054931641
2017-07-11,230.97999572753903
2017-08-21,232.1300048828125
2017-09-06,235.72000122070312
2017-10-02,241.8600006103516
2017-11-15,246.8300018310547
2017-12-01,251.3249969482422
2018-01-02,258.75
2018-02-09,249.6000061035156
2018-03-28,251.94000244140625
2018-04-03,250.80999755859372
2018-05-03,251.6699981689453
2018-06-28,262.67999267578125
2018-07-02,262.8900146484375
2018-08-02,273.0899963378906
2018-09-06,279.67999267578125
2018-10-30,259.0400085449219
2018-11-22,256.864990234375
2018-12-24,234.7899932861328
2019-01-03,241.3000030517578
2019-02-08,262.8500061035156
2019-03-08,268.0299987792969
2019-04-01,280.6600036621094
2019-05-31,272.4200134277344
2019-06-03,271.3999938964844
2019-07-02,292.1099853515625
2019-08-15,281.17999267578125
2019-09-03,287.1300048828125
2019-10-02,285.6700134277344
2019-11-01,303.2699890136719
2019-12-03,305.510009765625
2020-01-06,321.5599975585937
2020-02-28,290.9200134277344
2020-03-23,223.1499938964844
2020-04-03,248.9600067138672
2020-05-14,280.3500061035156
2020-06-15,301.7799987792969
2020-07-01,311.3699951171875
2020-08-03,330.67999267578125
2020-09-21,324.989990234375
2020-10-30,328.7200012207031
2020-11-02,333.239990234375
2020-12-11,367.75
2021-01-04,373.7099914550781
2021-02-01,379.55999755859375
2021-03-05,378.2300109863281
2021-04-01,405.5799865722656
2021-05-19,414.010009765625
2021-06-18,424.3200073242188
2021-07-19,433.05999755859375
2021-08-03,446.4400024414063
2021-09-30,442.6199951171875
2021-10-04,436.2000122070313
2021-11-30,467.739990234375
2021-12-20,462.7799987792969
2022-01-24,437.9500122070313
2022-02-24,428.30999755859375
2022-03-08,426.4299926757813
2022-04-27,432.0799865722656
2022-05-20,397.4200134277344
2022-06-16,377.1499938964844
2022-07-14,385.260009765625
2022-08-31,409.9500122070313
2022-09-29,375.5499877929688
2022-10-12,370.6799926757813
2022-11-04,385.489990234375
2022-12-28,393.7099914550781
2023-01-05,393.8999938964844
2023-02-24,410.6300048828125
2023-03-15,399.9200134277344
2023-04-06,424.2300109863281
2023-05-04,422.0499877929688
2023-06-01,437.8800048828125
2023-07-06,457.6000061035156
2023-08-18,455.1000061035156
2023-09-27,446.760009765625
2023-10-27,433.510009765625
2023-11-01,440.6499938964844
2023-12-04,477.05999755859375
2024-01-05,494.1000061035156
2024-02-01,511.1300048828125
2024-03-05,534.760009765625
2024-04-22,524.1699829101562
2024-05-01,528.75
2024-06-04,554.6199951171875
2024-07-30,574.030029296875
2024-08-05,550.9600219726562
2024-09-06,573.8800048828125
2024-10-03,603.280029296875
2024-11-04,605.7100219726562
2024-12-30,626.75
2025-01-13,614.9000244140625
2025-02-28,625.030029296875
2025-03-13,589.219970703125
2025-04-07,530.4000244140625
